player_id;fifa_version;name;age;height;weight;nationality_name;preferred_foot
240713;19.0;Liza Estefany van der Most;24;165;58;Netherlands;Right
240714;19.0;Jill Jamie Roord;21;175;63;Netherlands;Right
240717;19.0;Lineth Enid Fabienne Beerensteyn;21;164;57;Netherlands;Right
240720;19.0;Renate Jansen;27;170;60;Netherlands;Right
241209;19.0;Bianca Henninger;27;168;60;Mexico;Right
241225;19.0;Cristina Del Carmen Ferral Montalván;25;165;57;Mexico;Right
241226;19.0;Katie Johnson;23;175;68;Mexico;Left
241517;19.0;Eunate Arraiza Otazu;27;163;63;Spain;Left
241526;19.0;Olivia Juliet Bridget Chance;24;157;53;New Zealand;Right
241545;19.0;Ouleymata Sarr;22;175;65;France;Right
241550;19.0;Aminata Fatou Diallo;23;163;49;France;Right
241565;19.0;Katie Rood;25;164;62;New Zealand;Right
241667;19.0;Aitana Bonmatí Conca;20;161;51;Spain;Right
241697;19.0;Eliza Monique Campbell;23;175;70;Australia;Right
241815;19.0;Ina Gausdal;25;165;63;Norway;Right
241847;19.0;Marie-Joelle Wedemeyer;21;169;70;Germany;Right
242025;19.0;Maegan Kelly;26;164;70;Canada;Left
242026;19.0;Amelia Pietrangelo;24;163;63;Canada;Right
242027;19.0;Jenna Hellstrom;23;168;64;Canada;Right
242524;19.0;Anna Jessica Leat;17;171;64;New Zealand;Right
242784;19.0;Melissa Elizabeth Lawley;24;164;61;England;Right
242805;19.0;Annia Stephany Mejia Alcaraz;22;173;63;Mexico;Right
242806;19.0;Kiana Angélica Palacios Hernández;22;170;60;Mexico;Right
242829;19.0;Abbie Mary McManus;25;171;68;England;Right
242830;19.0;Keira Fae Walsh;21;169;67;England;Right
242896;19.0;Ingrid Syrstad Engen;20;165;58;Norway;Right
243053;19.0;Monica Irina Flores Grigoriu;22;160;55;Mexico;Left
243054;19.0;Jocelyn Marie Orejel Tavares;21;183;73;Mexico;Right
243407;19.0;Tiffany Devonna Cameron;26;167;60;Canada;Right
243421;19.0;Stephanie Skilton;23;175;66;New Zealand;Right
243425;19.0;Emma Caitlin Rolston;21;168;60;New Zealand;Right
243443;19.0;Maéva Jocelyne Clémaron;25;175;60;France;Right
243579;19.0;Nadia Olla;18;169;61;New Zealand;Right
243770;19.0;McCall RaNae Zerboni;31;163;60;United States;Left
243776;19.0;Merritt Mathias;27;168;62;United States;Right
243875;19.0;Sarah Morton;19;166;58;New Zealand;Right
244055;19.0;Siri Worm;26;165;60;Netherlands;Left
244057;19.0;Jennifer Vreugdenhil;23;179;70;Netherlands;Right
244058;19.0;Lize Kop;20;172;64;Netherlands;Right
244285;19.0;Alejandria Godinez Herrera;24;170;68;Mexico;Right
244300;19.0;Carina Schlüter;21;175;65;Germany;Right
244301;19.0;Lisa Schmitz;26;172;55;Germany;Right
244302;19.0;Lea Schüller;20;173;62;Germany;Right
244303;19.0;Turid Knaak;27;168;59;Germany;Right
245177;19.0;Letícia Lia Medeiros Resende;34;170;66;Brazil;Left
245179;19.0;Micaela Laila Nunes Costinho;34;158;51;Brazil;Right
245181;19.0;Juliana Zoe Meire Carvalho;34;173;68;Brazil;Left
245183;19.0;Clara Elisa Leal Porfírio;34;166;63;Brazil;Left
245184;19.0;Lia Juliana Bardini Reis;30;175;70;Brazil;Right
245185;19.0;Ana Iris Lopes Vieira;30;169;60;Brazil;Left
245186;19.0;Bianca Rebeca Dias Ribeiro;30;157;53;Brazil;Right
245187;19.0;Rafaela Isabel Lobato Selva;30;168;65;Brazil;Left
245188;19.0;Júlia Maria Mutto Sampaio;30;170;68;Brazil;Right
245191;19.0;Giovana Beatriz Inácio Maia;30;159;58;Brazil;Right
245193;19.0;Paloma Isa Sá Bastos;30;172;67;Brazil;Left
245194;19.0;Íris Isabella Orsi da Silva;30;164;57;Brazil;Left
245195;19.0;Isabel Camila Magela Acuna;30;163;58;Brazil;Right
245196;19.0;Melinda Marina Regalo Gonçalves;30;164;56;Brazil;Right
245197;19.0;Júlia Bárbara Ruiz Gomes;26;171;65;Brazil;Right
245198;19.0;Isia Jade Selva Kenedy;26;165;62;Brazil;Right
245199;19.0;Rebeca Lia Saudera Peixoto;26;170;65;Brazil;Right
245200;19.0;Isabella Nicole Cintra Torres;26;163;58;Brazil;Right
245201;19.0;Olívia Jade Magela Bardini;26;158;51;Brazil;Left
245202;19.0;Rebeca Maria Jasper Redela;26;178;72;Brazil;Right
245204;19.0;Karen Isa Pombal Trigo;26;165;59;Brazil;Right
245205;19.0;Débora Mariana Ruiz Couto;26;168;65;Brazil;Left
245206;19.0;Emanuelly Jade Gonçalves Barni;26;163;58;Brazil;Left
245443;19.0;Aurora Galli;21;168;56;Italy;Right
245444;19.0;Laura Fusetti;27;166;63;Italy;Right
226177;20.0;Rebecca Elizabeth Sauerbrunn;34;170;64;United States;Right
226301;20.0;Alexandra Morgan Carrasco;29;170;62;United States;Left
226302;20.0;Alexandra Popp;28;174;65;Germany;Right
226303;20.0;Almuth Schult;28;180;71;Germany;Right
226308;20.0;Dzsenifer Marozsán;27;171;67;Germany;Right
226318;20.0;Kelley Maureen O'Hara;30;165;58;United States;Right
226320;20.0;Morgan Gautrat;26;170;61;United States;Right
226324;20.0;Carli Anne Hollins;36;173;64;United States;Right
226325;20.0;Alexandra Blaire Krieger;34;168;60;United States;Right
226327;20.0;Christen Annemarie Press;30;170;59;United States;Right
226328;20.0;Megan Anna Rapinoe;33;170;60;United States;Right
226330;20.0;Tobin Powell Heath;31;168;59;United States;Right
226331;20.0;Ashlyn Michelle Harris;33;175;60;United States;Right
226333;20.0;Julie Beth Ertz;27;170;59;United States;Right
226335;20.0;Alyssa Michele Naeher;31;175;60;United States;Right
226336;20.0;Crystal Alyssia Dunn Soubrier;26;157;55;United States;Right
226338;20.0;Samantha June Mewis;26;180;63;United States;Right
226346;20.0;Alexandra Linsley Long Batista;31;173;61;United States;Right
226354;20.0;Melanie Leupolz;25;173;52;Germany;Right
226358;20.0;Stephanie Jayne Houghton Darby;31;174;71;England;Right
226359;20.0;Christine Margaret Sinclair;36;176;67;Canada;Right
226360;20.0;??;24;165;59;China PR;Left
226367;20.0;Ingrid Hjelmseth;39;173;65;Norway;Right
226375;20.0;Kathrin-Julia Hendrich;27;173;60;Germany;Right
226911;20.0;???;27;169;65;China PR;Left
226912;20.0;??;28;167;58;China PR;Right
226913;20.0;??;30;172;62;China PR;Right
226915;20.0;??;26;170;61;China PR;Left
226917;20.0;???;29;169;57;China PR;Left
226922;20.0;???;26;166;58;China PR;Right
226923;20.0;??;29;165;60;China PR;Right
226927;20.0;???;29;170;58;China PR;Right
226929;20.0;???;28;165;60;China PR;Right
226930;20.0;???;28;164;55;China PR;Right
226959;20.0;???;24;165;59;China PR;Right
226964;20.0;??;23;168;54;China PR;Right
226968;20.0;Åsa Nilla Maria Fischer;34;176;68;Sweden;Right
226973;20.0;Eva Sofia Jakobsson;29;174;63;Sweden;Right
226975;20.0;Sara Caroline Seger;34;173;62;Sweden;Right
226978;20.0;Rut Hedvig Lindahl;36;179;74;Sweden;Right
226979;20.0;Amanda Ilestedt;26;178;65;Sweden;Right
226985;20.0;Olivia Alma Charlotta Schough;28;172;60;Sweden;Right
226987;20.0;Kosovare Asllani;29;166;57;Sweden;Right
226988;20.0;Elin Ingrid Johanna Rubensson;26;166;60;Sweden;Right
226991;20.0;Linda Birgitta Sembrant;32;175;67;Sweden;Right
226997;20.0;?? ??;28;173;63;Japan;Right
226998;20.0;Magdalena Lilly Eriksson;25;172;66;Sweden;Left
227001;20.0;?? ??;31;165;56;Japan;Left
227003;20.0;Lina Mona Andréa Hurtig;23;180;69;Sweden;Right
227013;20.0;Fridolina Rolfö;25;178;65;Sweden;Left
227018;20.0;?? ??;26;156;52;Japan;Right
227020;20.0;??? ??;30;168;59;Japan;Left
227025;20.0;?? ??;23;165;52;Japan;Right
227030;20.0;?? ??;28;158;51;Japan;Right
227038;20.0;?? ???;28;168;65;Japan;Right
227053;20.0;?? ?;32;163;53;Japan;Right
227101;20.0;Emilie Bosshard Haavi;27;164;59;Norway;Right
227102;20.0;Caroline Graham Hansen;24;173;66;Norway;Right
227104;20.0;Ingrid Moe Wold;29;164;55;Norway;Right
227109;20.0;Alanna Stephanie Kennedy;24;176;63;Australia;Right
227110;20.0;Caitlin Jade Foord;24;165;61;Australia;Right
227111;20.0;Clare Elizabeth Polkinghorne;30;172;68;Australia;Right
227112;20.0;Elise Kellond-Knight;28;162;58;Australia;Left
227113;20.0;Emily Louise van Egmond;25;174;65;Australia;Right
227115;20.0;Katrina-Lee Gorry;26;154;54;Australia;Right
227116;20.0;Kyah Pam Simon;28;164;62;Australia;Right
227117;20.0;Lisa De Vanna;34;156;53;Australia;Left
227118;20.0;Lydia Grace Yilkari Williams;31;176;65;Australia;Right
227119;20.0;Stephanie-Elise Catley;25;171;60;Australia;Left
227120;20.0;Tameka Yallop;28;158;54;Australia;Right
227121;20.0;Teigen Allen;25;171;56;Australia;Right
227122;20.0;Laura Colleen Gloria Brock;29;178;72;Australia;Right
227125;20.0;Samantha May Kerr;25;167;55;Australia;Right
227137;20.0;Hayley Emma Raso;24;162;59;Australia;Right
227140;20.0;Gema Simon;28;162;56;Australia;Left
227141;20.0;Amy Bianca Harrison;23;171;58;Australia;Left
227190;20.0;Irene Paredes Hernández;27;177;62;Spain;Right
227192;20.0;Jennifer Hermoso Fuentes;29;174;59;Spain;Left
227193;20.0;Marta Corredera Rueda;27;162;59;Spain;Right
227195;20.0;Virginia Torrecilla Reyes;24;174;63;Spain;Right
227201;20.0;María Victoria Losada Gómez;28;168;60;Spain;Right
227203;20.0;Alexia Putellas Segura;25;175;66;Spain;Left
227204;20.0;María Dolores Gallardo Nuñez;26;174;57;Spain;Right
227208;20.0;Celia Jiménez Delgado;24;170;65;Spain;Right
227241;20.0;Karen Louise Bardsley;34;182;72;England;Right
227246;20.0;Lucia Roberta Tough Bronze;27;171;67;England;Right
227252;20.0;Toni Duggan;27;169;63;England;Right
227254;20.0;Alex Greenwood;25;168;62;England;Left
227255;20.0;Francesca Kirby;26;157;53;England;Right
227256;20.0;Jade Ellis Moore;28;166;57;England;Right
227257;20.0;Jordan Nobbs;26;160;54;England;Right
227262;20.0;Jill Louise Scott;32;182;68;England;Right
227264;20.0;Demi Lee Courtney Stokes;27;158;56;England;Left
227268;20.0;Jodie Lee Taylor;33;169;60;England;Right
227269;20.0;Carly Mitchell Telford;31;174;64;England;Right
227270;20.0;Ellen Toni White Convery;30;171;62;England;Right
227281;20.0;Kristine Minde;26;169;64;Norway;Left
227282;20.0;Maren Mjelde;29;165;60;Norway;Right
227286;20.0;Elise Hove Thorsnes;30;174;70;Norway;Right
227300;20.0;Leonie Rebekka Maier;26;163;62;Germany;Right
227311;20.0;Isabell Lehn Herlovsen;31;170;68;Norway;Left
227313;20.0;Sarah Bouhaddi;32;175;69;France;Right
227316;20.0;Wéndèleine Thérèse Renard;28;187;70;France;Right
227318;20.0;Amandine Chantal Henry;29;171;64;France;Right
227323;20.0;Guro Reiten;24;166;59;Norway;Left
227326;20.0;Gaëtane Thiney;33;170;59;France;Right
227327;20.0;Sara Ilonka Däbritz;24;172;63;Germany;Left
227330;20.0;Laura Anna Benkarth;26;173;68;Germany;Right
227331;20.0;Eugénie Anne Claudine Le Sommer;30;161;58;France;Right
227332;20.0;Élise Bussaglia;33;163;56;France;Right
227334;20.0;Verena Schweers;30;173;54;Germany;Left
227337;20.0;Svenja Anette Huth;28;163;54;Germany;Right
227346;20.0;Griedge Yinda Colette Mbock Bathy Nka;24;172;64;France;Right
227348;20.0;Viviane Marie-Louise Blanche Asseyi;25;161;57;France;Right
227350;20.0;Amel Majri;26;164;54;France;Left
227361;20.0;Kadidiatou Diani;24;166;62;France;Right
227368;20.0;Cecilie Hauståker Fiskerstrand;23;174;66;Norway;Right
227381;20.0;Janine Elizabeth Beckie;24;173;63;Canada;Right
227383;20.0;Kadeisha Buchanan;23;170;65;Canada;Right
227384;20.0;Allysha Lyn Chapman;30;160;57;Canada;Left
227385;20.0;Nkem Ezurike;27;180;66;Canada;Right
227391;20.0;Stephanie Lynn Marie Labbé;32;178;64;Canada;Right
227392;20.0;Ashley Elizabeth Marie Lawrence;24;164;58;Canada;Right
227397;20.0;Adriana Kristina Leon;26;160;59;Canada;Right
227399;20.0;Diana Beverly Matheson;35;154;53;Canada;Right
227400;20.0;Erin Katrina McLeod;36;173;73;Canada;Right
227404;20.0;Quinn Quinn;23;175;65;Canada;Right
227405;20.0;Sophie Diana Schmidt;31;172;71;Canada;Right
227410;20.0;Desiree Rose Marie Scott;31;154;62;Canada;Right
227447;20.0;Aurora Cecilia Santiago Cisneros;24;174;75;Mexico;Right
227448;20.0;Arianna Jeanette Romero Tellez;26;161;58;Mexico;Right
227451;20.0;Nayeli Rangel Hernandez;27;170;67;Mexico;Right
227452;20.0;Sandra Stephany Mayor Gutierrez;27;162;58;Mexico;Right
227457;20.0;Verónica Charlyn Corral Ang;27;152;52;Mexico;Right
227458;20.0;Bianca Elissa Sierra Garcia;27;170;63;Mexico;Right
227459;20.0;Liliana Mercado Fuentes;30;163;59;Mexico;Right
227461;20.0;Dinora Lizeth Garza Rodriguez;31;160;58;Mexico;Right
227466;20.0;Vaitiare Kenti Robles Salas;28;160;55;Mexico;Right
227486;20.0;Nancy Guadalupe Antonio Lopez;23;170;61;Mexico;Right
227590;20.0;Aivi Belinda Kerstin Luik;34;163;58;Australia;Right
227775;20.0;Amanda Sampedro Bustos;26;161;55;Spain;Right
227776;20.0;Sandra Paños García-Villamil;26;169;63;Spain;Right
227780;20.0;Ivana Andrés Sanz;24;164;63;Spain;Right
227925;20.0;Mackenzie Elizabeth Arnold;25;181;76;Australia;Right
228585;20.0;Charlotte Bilbault;29;168;65;France;Right
228629;20.0;María Paz Vilas Dono;31;160;62;Spain;Right
228724;20.0;María Guadalupe Sánchez Morales;23;167;56;Mexico;Left
231347;20.0;Marion Torrent;27;164;53;France;Right
231348;20.0;Valérie Marie Christelle Gauvin;23;173;70;France;Right
231432;20.0;Lindsey Michelle Horan;25;175;67;United States;Right
231637;20.0;Chloe Logarzo;24;165;51;Australia;Right
231658;20.0;Olga García Pérez;27;174;64;Spain;Right
232074;20.0;Emily Ann Sonnett;25;170;68;United States;Right
232077;20.0;Adrianna Nichole Franch;28;175;68;United States;Right
232202;20.0;Delphine Cascarino;22;165;57;France;Right
232618;20.0;???;29;176;62;China PR;Right
233150;20.0;Leila Ouahabi El Ouahabi;26;172;61;Spain;Left
233153;20.0;Andrea Pereira Cejudo;25;164;62;Spain;Right
233200;20.0;Emily Gielnik;27;178;68;Australia;Right
233322;20.0;Synne Skinnes Hansen;23;171;70;Norway;Right
233323;20.0;Lisa-Marie Karlseng Utland;26;171;63;Norway;Right
233330;20.0;Maria Thorisdottir;26;170;63;Norway;Left
233337;20.0;Erin Nicole Nayler;27;175;68;New Zealand;Right
233338;20.0;Ria Dawn Percival;29;161;57;New Zealand;Right
233339;20.0;Anna Green;28;167;60;New Zealand;Left
233340;20.0;Katie Duncan;31;161;57;New Zealand;Right
233341;20.0;Abby May Erceg;29;177;68;New Zealand;Right
233342;20.0;Rebekah Ashley Stott;26;172;61;New Zealand;Right
233343;20.0;Alexandra Lowe Riley;31;164;54;New Zealand;Left
233346;20.0;Sarah Gregorius;31;157;56;New Zealand;Right
233348;20.0;Betsy Doon Hassett;28;157;55;New Zealand;Left
233349;20.0;Rosemary Eleanor Florence White;26;165;63;New Zealand;Right
233350;20.0;Kate Elizabeth Bowen;25;170;56;New Zealand;Right
233351;20.0;Meikayla Jean-Maree Moore;23;172;67;New Zealand;Right
233352;20.0;Annalie Antonia Longo;28;156;56;New Zealand;Right
233353;20.0;Hannah Lillian Wilkinson;27;177;72;New Zealand;Right
233354;20.0;Catherine Joan Bott;24;165;60;New Zealand;Right
233358;20.0;Emma Kete;31;163;60;New Zealand;Right
233364;20.0;Emma Stina Blackstenius;23;174;72;Sweden;Right
233662;20.0;Sakina Karchaoui;23;160;55;France;Left
233746;20.0;Vivianne Miedema;22;175;65;Netherlands;Right
233747;20.0;Sherida Spitse;29;166;61;Netherlands;Right
233748;20.0;Elisabeth Petronella Lieke Martens;26;170;66;Netherlands;Right
233749;20.0;Sari van Veenendaal;29;180;72;Netherlands;Right
233750;20.0;Desiree van Lunteren;26;170;64;Netherlands;Right
233751;20.0;Daniëlle van de Donk;27;160;54;Netherlands;Right
233752;20.0;Shanice Janice van de Sanden;26;168;65;Netherlands;Right
233755;20.0;Stefanie van der Gragt;26;178;70;Netherlands;Left
233756;20.0;Dominique Johanna Anna Petrone Janssen;24;175;67;Netherlands;Right
233757;20.0;Merel Didi van Dongen;26;170;64;Netherlands;Left
233759;20.0;Danique Kerkdijk;23;172;64;Netherlands;Right
233837;20.0;Lina Maria Magull;24;164;58;Germany;Right
233852;20.0;Jackie Noëlle Groenen;24;165;60;Netherlands;Right
233854;20.0;Marieke Anouk Dekker;32;182;70;Netherlands;Right
233856;20.0;Kika van Es;27;169;62;Netherlands;Right
233857;20.0;Ellen Jansen;26;174;68;Netherlands;Right
233861;20.0;Inessa Kaagman;23;170;56;Netherlands;Right
233862;20.0;Loes Geurts;33;168;63;Netherlands;Right
235585;20.0;Jonna Ann-Charlotte Andersson;26;167;64;Sweden;Left
235593;20.0;Sabrina Victoria D'Angelo;26;173;68;Canada;Left
235594;20.0;Shelina Laura Zadorsky;26;172;67;Canada;Left
235657;20.0;Rachel Ann Daly;27;168;67;England;Right
235659;20.0;Nikita Josephine Parris;25;164;59;England;Right
235958;20.0;??;27;175;61;China PR;Right
235962;20.0;Nichelle Patrice Prince;24;163;65;Canada;Right
236428;20.0;Ève Josette Noelle Périsset;24;160;55;France;Left
236479;20.0;María Pilar León Cebrián;24;169;61;Spain;Left
236641;20.0;Abigail Lynn Dahlkemper;26;170;54;United States;Right
236642;20.0;Casey Marie Krueger;28;173;58;United States;Right
236648;20.0;Aïssatou Tounkara;24;174;60;France;Right
237197;20.0;Onema Grace Geyoro;21;166;61;France;Right
237287;20.0;María Asunción Quiñones Goikoetxea;22;172;72;Spain;Right
237288;20.0;María Francesca Caldentey Oliver;23;164;61;Spain;Right
237289;20.0;Patricia Guijarro Gutiérrez;21;170;64;Spain;Right
237290;20.0;Andrea Sánchez Falcón;22;167;59;Spain;Left
237673;20.0;Kailen Mary Iacovoni Sheridan;23;176;72;Canada;Right
237674;20.0;Lindsay Elizabeth Agnew;24;175;63;Canada;Right
238257;20.0;Millie Bright;25;178;73;England;Right
238279;20.0;Paige Therese Satchell;21;163;50;New Zealand;Left
238280;20.0;Victoria Lucy Esson;28;169;65;New Zealand;Right
238470;20.0;Sara Doorsoun-Khajeh;27;172;58;Germany;Right
239124;20.0;Shannon Elizabeth Woeller;28;172;64;Canada;Right
239343;20.0;Hasret Kayikci;27;161;53;Germany;Right
239344;20.0;Carolin Simon;26;165;54;Germany;Left
239345;20.0;Linda Dallmann;24;158;51;Germany;Right
239758;20.0;Oda Maria Hove Bogstad;23;170;57;Norway;Right
239761;20.0;Frida Leonhardsen Maanum;19;171;53;Norway;Right
239791;20.0;Hanna Erica Maria Glas;26;172;64;Sweden;Right
239793;20.0;Ann Mimmi Ellenore Larsson;25;167;65;Sweden;Right
240030;20.0;Ellie Madison Carpenter;19;164;60;Australia;Right
240153;20.0;Jessica McDonald;31;182;63;United States;Right
240713;20.0;Liza Estefany van der Most;25;164;58;Netherlands;Right
240714;20.0;Jill Jamie Roord;22;175;63;Netherlands;Right
240717;20.0;Lineth Enid Fabienne Beerensteyn;22;160;57;Netherlands;Right
240720;20.0;Renate Jansen;28;166;60;Netherlands;Right
241209;20.0;Bianca Henninger;28;168;60;Mexico;Right
241224;20.0;Rebeca Bernal Rodriguez;21;168;56;Mexico;Left
241226;20.0;Katie Johnson;24;175;68;Mexico;Left
241526;20.0;Olivia Juliet Bridget Chance;25;157;53;New Zealand;Right
241547;20.0;Solène Marie Reine Durand;24;170;66;France;Right
241565;20.0;Katie Rood;26;164;62;New Zealand;Right
241667;20.0;Aitana Bonmatí Conca;21;161;51;Spain;Right
242025;20.0;Maegan Kelly;27;164;70;Canada;Left
242027;20.0;Jenna Hellstrom;24;168;64;Canada;Right
242784;20.0;Melissa Elizabeth Lawley;25;165;61;England;Right
242796;20.0;Lucía García Córdoba;20;163;56;Spain;Right
242806;20.0;Kiana Angélica Palacios Hernández;23;170;60;Mexico;Right
242829;20.0;Abbie Mary McManus;26;172;68;England;Right
242830;20.0;Keira Fae Walsh;22;168;67;England;Right
242895;20.0;Vilde Bøe Risa;23;165;67;Norway;Right
242896;20.0;Ingrid Syrstad Engen;21;177;65;Norway;Right
243053;20.0;Monica Irina Flores Grigoriu;23;160;55;Mexico;Left
243054;20.0;Jocelyn Marie Orejel Tavares;22;183;73;Mexico;Right
243379;20.0;Ze?ira Mušovi?;23;178;66;Sweden;Right
243403;20.0;Claire Emslie;25;174;68;Scotland;Right
243404;20.0;Georgia Marie Stanway;20;162;58;England;Right
243415;20.0;???;21;182;70;China PR;Right
243419;20.0;???;27;180;63;China PR;Right
243421;20.0;Stephanie Skilton;24;175;66;New Zealand;Right
243437;20.0;??;20;180;63;China PR;Right
243443;20.0;Maéva Jocelyne Clémaron;26;175;60;France;Right
243579;20.0;Nadia Olla;19;169;61;New Zealand;Right
243770;20.0;McCall RaNae Zerboni;32;163;60;United States;Left
243776;20.0;Merritt Mathias;28;168;62;United States;Right
243875;20.0;Sarah Morton;20;166;58;New Zealand;Right
244058;20.0;Lize Kop;21;173;64;Netherlands;Right
244064;20.0;Victoria Pelova;20;163;60;Netherlands;Right
244285;20.0;Alejandria Godinez Herrera;25;170;68;Mexico;Right
244302;20.0;Lea Schüller;21;173;62;Germany;Right
244303;20.0;Turid Knaak;28;168;53;Germany;Right
244304;20.0;Johanna Elsig;26;177;61;Germany;Right
245177;20.0;Letícia Lia Medeiros Resende;35;170;66;Brazil;Left
245178;20.0;Amanda Cecília Santos Sendela;35;164;55;Brazil;Left
245179;20.0;Micaela Laila Nunes Costinho;35;158;51;Brazil;Right
245181;20.0;Juliana Zoe Meire Carvalho;35;173;68;Brazil;Left
245183;20.0;Clara Elisa Leal Porfírio;35;166;63;Brazil;Left
245184;20.0;Lia Juliana Bardini Reis;31;175;70;Brazil;Right
245185;20.0;Ana Iris Lopes Vieira;31;169;60;Brazil;Left
245186;20.0;Bianca Rebeca Dias Ribeiro;31;157;53;Brazil;Right
245188;20.0;Júlia Maria Mutto Sampaio;31;170;68;Brazil;Right
245191;20.0;Giovana Beatriz Inácio Maia;31;159;58;Brazil;Right
245193;20.0;Paloma Isa Sá Bastos;31;172;67;Brazil;Left
245194;20.0;Íris Isabella Orsi da Silva;31;164;57;Brazil;Left
245195;20.0;Isabel Camila Magela Acuna;31;163;58;Brazil;Right
245196;20.0;Melinda Marina Regalo Gonçalves;31;164;56;Brazil;Right
245197;20.0;Júlia Bárbara Ruiz Gomes;27;171;65;Brazil;Right
245198;20.0;Isia Jade Selva Kenedy;27;165;62;Brazil;Right
245199;20.0;Rebeca Lia Saudera Peixoto;27;170;65;Brazil;Right
245200;20.0;Isabella Nicole Cintra Torres;27;163;58;Brazil;Right
245201;20.0;Olívia Jade Magela Bardini;27;158;51;Brazil;Left
245202;20.0;Rebeca Maria Jasper Redela;27;172;70;Brazil;Right
245204;20.0;Karen Isa Pombal Trigo;27;165;59;Brazil;Right
245205;20.0;Débora Mariana Ruiz Couto;27;168;65;Brazil;Left
245206;20.0;Emanuelly Jade Gonçalves Barni;27;163;58;Brazil;Left
245696;20.0;Julie Martine Debever;31;174;65;France;Right
245802;20.0;Bethany Jane Mead;24;163;59;England;Right
245821;20.0;Karina Sævik;23;172;62;Norway;Right
245823;20.0;?? ???;26;168;60;Japan;Right
245824;20.0;?? ???;23;170;64;Japan;Left
245825;20.0;?? ??;22;173;64;Japan;Right
245826;20.0;?? ??;23;160;47;Japan;Right
245829;20.0;?? ??;21;160;57;Japan;Right
245830;20.0;??? ?;22;156;48;Japan;Right
245833;20.0;?? ??;21;156;45;Japan;Right
245834;20.0;?? ??;23;153;49;Japan;Left
245836;20.0;?? ??;25;155;52;Japan;Right
245839;20.0;?? ??;22;162;53;Japan;Left
245871;20.0;Lee Alexander;27;170;65;Scotland;Right
245872;20.0;Kim Alison Little;29;162;58;Scotland;Right
245873;20.0;Jennifer Patricia Beattie;28;177;69;Scotland;Right
245875;20.0;Rachel Louise Corsie;29;175;69;Scotland;Right
245877;20.0;Sophie Louise Howard;25;175;68;Scotland;Right
245878;20.0;Lisa Catherine Evans;27;166;60;Scotland;Right
245879;20.0;Caroline Elspeth Lillias Weir;24;165;58;Scotland;Left
245880;20.0;Jane Celestina Ross;29;165;60;Scotland;Right
245881;20.0;Lizzie Arnot;23;164;59;Scotland;Right
245882;20.0;Erin Jacqueline Cuthbert;20;162;55;Scotland;Right
245883;20.0;Chloe Susan Arthur;24;160;58;Scotland;Right
245884;20.0;Fiona Alison Brown;24;163;55;Scotland;Right
245885;20.0;Lana Clelland;26;173;65;Scotland;Right
245886;20.0;Christie Murray;29;156;50;Scotland;Right
245887;20.0;Shannon Lynn;33;168;60;Scotland;Right
245888;20.0;Joanne Love;33;160;60;Scotland;Right
245889;20.0;Kirsty Anele Smith;25;160;55;Scotland;Right
245890;20.0;Leanne Crichton;31;160;55;Scotland;Right
245891;20.0;Hayley Lauder;29;170;62;Scotland;Left
245892;20.0;Jenna Josephine Fife;23;170;65;Scotland;Left
246059;20.0;Lizbeth Jacqueline Ovalle Muñoz;19;162;55;Mexico;Left
246152;20.0;Jennifer Miley Falk;26;171;64;Sweden;Right
246153;20.0;Anna Elin Astrid Anvegård;22;167;65;Sweden;Right
246177;20.0;Emelyne Ann-Emmanuelle Laurent;20;161;50;France;Right
246178;20.0;Pauline Camille Peyraud-Magnin;27;173;57;France;Right
246286;20.0;Nahikari García Pérez;22;160;52;Spain;Right
246426;20.0;Leah Cathrine Williamson;22;170;65;England;Right
246967;20.0;Nicola Docherty;26;171;60;Scotland;Left
246971;20.0;Joelle Murray;32;165;60;Scotland;Right
247437;20.0;Daniela Espinosa Arce;19;167;60;Mexico;Right
247439;20.0;Joana Robles Partida;24;154;52;Mexico;Left
247440;20.0;Katty Martínez Abad;21;160;59;Mexico;Left
247461;20.0;Gun Nathalie Björn;22;174;67;Sweden;Right
247462;20.0;Madelen Fatimma Maria Janogy;23;164;57;Sweden;Right
247477;20.0;Julia Margareta Zigiotti Olme;21;163;61;Sweden;Right
247504;20.0;Mary Alexandra Earps;26;173;68;England;Right
247512;20.0;Jordyn Pamela Huitema;18;181;56;Canada;Right
247513;20.0;Vanessa Brigitte Gilles;22;170;56;Canada;Right
247530;20.0;Emilie Nautnes;20;168;65;Norway;Right
247531;20.0;Cecilie Redisch Kvamme;23;158;56;Norway;Right
247535;20.0;Amalie Vevle Eikeland;23;164;67;Norway;Right
247536;20.0;Therese Sessy Åsland;23;160;60;Norway;Right
247540;20.0;Stine Hovland;28;172;60;Norway;Right
247747;20.0;??;21;167;60;China PR;Right
247788;20.0;Giulia Ronja Gwinn;19;170;56;Germany;Right
247789;20.0;Merle Frohms;24;173;60;Germany;Right
247790;20.0;Lena Lattwein;19;176;67;Germany;Right
247800;20.0;?? ??;21;160;50;Japan;Right
247805;20.0;? ??;20;171;62;Japan;Right
247810;20.0;?? ???;21;160;52;Japan;Right
247811;20.0;?? ?;19;165;55;Japan;Left
248715;20.0;Marina Hegering;29;170;62;Germany;Right
248717;20.0;Lena Sophie Oberdorf;17;174;55;Germany;Right
248790;20.0;Julia Elisabeth Roddar;27;167;59;Sweden;Right
248819;20.0;María Andrea Sánchez Piñón;25;160;55;Mexico;Right
250770;20.0;??;30;169;60;China PR;Right
